mine_id,subunit_cd,calendar_yr,annual_hrs,annual_coal_prod,avg_annual_empl,load_dt
0400555,03,2017,4295,0,2,2018-01-31 01:03:37.657746 -05:00
0400555,99,2017,9625,0,4,2018-01-31 01:03:37.328951 -05:00
0400558,03,2017,7770,0,4,2018-01-31 01:03:36.357853 -05:00
0400562,99,2017,4218,0,2,2018-01-31 01:03:39.355631 -05:00
0400562,30,2017,23568,0,12,2018-01-31 01:03:36.176199 -05:00
0400588,03,2017,21890,0,11,2018-01-31 01:03:41.216239 -05:00
0400588,99,2017,5987,0,4,2018-01-31 01:03:38.346211 -05:00
0400600,03,2017,36464,0,17,2018-01-31 01:03:41.413513 -05:00
0400600,99,2017,1964,0,1,2018-01-31 01:03:38.671544 -05:00
0400726,30,2017,33533,0,27,2018-01-31 01:03:39.692303 -05:00
0400726,99,2017,23775,0,14,2018-01-31 01:03:37.878263 -05:00
0400726,03,2017,22305,0,18,2018-01-31 01:03:36.993459 -05:00
0400743,03,2017,335748,0,154,2018-01-31 01:03:38.839863 -05:00
0400743,30,2017,839187,0,387,2018-01-31 01:03:37.400919 -05:00
0400743,99,2017,158427,0,85,2018-01-31 01:03:36.960624 -05:00
0400915,99,2017,4747,0,3,2018-01-31 01:03:39.876245 -05:00
0400915,30,2017,27240,0,13,2018-01-31 01:03:37.099296 -05:00
0400915,03,2017,20499,0,12,2018-01-31 01:03:36.440413 -05:00
0400929,99,2017,3113,0,1,2018-01-31 01:03:38.566702 -05:00
0400929,03,2017,27481,0,15,2018-01-31 01:03:36.917116 -05:00
0400946,03,2017,8540,0,5,2018-01-31 01:03:41.553118 -05:00
0400946,99,2017,7125,0,3,2018-01-31 01:03:37.411986 -05:00
0401013,03,2017,258,0,1,2018-01-31 01:03:36.380227 -05:00
0401036,99,2017,5618,0,3,2018-01-31 01:03:40.529956 -05:00
0401036,03,2017,5555,0,3,2018-01-31 01:03:39.146113 -05:00
0401046,03,2017,523,0,5,2018-01-31 01:03:38.185031 -05:00
0401097,30,2017,2460,0,2,2018-01-31 01:03:40.293756 -05:00
0401097,99,2017,1519,0,1,2018-01-31 01:03:37.168481 -05:00
0401104,99,2017,3892,0,2,2018-01-31 01:03:39.605419 -05:00
0401104,03,2017,343,0,1,2018-01-31 01:03:37.502607 -05:00
0401104,30,2017,7965,0,12,2018-01-31 01:03:36.629007 -05:00
0401299,02,2017,3108,0,1,2018-01-31 01:03:41.604702 -05:00
0401299,99,2017,1082,0,1,2018-01-31 01:03:39.829586 -05:00
0401299,01,2017,6047,0,3,2018-01-31 01:03:36.735651 -05:00
0401614,03,2017,7261,0,6,2018-01-31 01:03:37.726211 -05:00
0401614,99,2017,2351,0,2,2018-01-31 01:03:37.022495 -05:00
0401616,99,2017,6311,0,4,2018-01-31 01:03:38.929478 -05:00
0401616,03,2017,19304,0,10,2018-01-31 01:03:38.530541 -05:00
0401676,03,2017,80134,0,41,2018-01-31 01:03:38.198654 -05:00
0401676,99,2017,34553,0,18,2018-01-31 01:03:36.843578 -05:00
0401679,99,2017,5510,0,3,2018-01-31 01:03:40.785756 -05:00
0401679,03,2017,10489,0,7,2018-01-31 01:03:39.132658 -05:00
0401680,99,2017,27977,0,20,2018-01-31 01:03:40.293473 -05:00
0401680,03,2017,110888,0,57,2018-01-31 01:03:39.996997 -05:00
0401690,99,2017,3421,0,2,2018-01-31 01:03:39.333088 -05:00
0401690,03,2017,19681,0,8,2018-01-31 01:03:37.460467 -05:00
0401696,99,2017,4117,0,2,2018-01-31 01:03:41.236858 -05:00
0401696,03,2017,35066,0,13,2018-01-31 01:03:38.575503 -05:00
0401698,03,2017,15931,0,11,2018-01-31 01:03:40.188326 -05:00
0401698,99,2017,1988,0,2,2018-01-31 01:03:38.839869 -05:00
0401700,99,2017,1001,0,1,2018-01-31 01:03:40.709062 -05:00
0401700,03,2017,5421,0,12,2018-01-31 01:03:38.692092 -05:00
0401710,03,2017,6531,0,3,2018-01-31 01:03:37.657744 -05:00
0401710,99,2017,5915,0,3,2018-01-31 01:03:37.497546 -05:00
0401711,99,2017,7176,0,4,2018-01-31 01:03:38.727211 -05:00
0401711,03,2017,20478,0,11,2018-01-31 01:03:37.444367 -05:00
0401712,03,2017,22882,0,9,2018-01-31 01:03:37.461070 -05:00
0401712,99,2017,10770,0,6,2018-01-31 01:03:37.270095 -05:00
0401727,03,2017,1823,0,1,2018-01-31 01:03:37.673318 -05:00
0401727,99,2017,614,0,1,2018-01-31 01:03:35.937280 -05:00
0401728,03,2017,1346,0,1,2018-01-31 01:03:37.542949 -05:00
0401734,06,2017,10995,0,5,2018-01-31 01:03:40.624270 -05:00
0401734,99,2017,16226,0,7,2018-01-31 01:03:40.403710 -05:00
0401734,03,2017,57139,0,27,2018-01-31 01:03:39.794318 -05:00
0401736,99,2017,21171,0,9,2018-01-31 01:03:40.926727 -05:00
0401736,03,2017,85083,0,43,2018-01-31 01:03:36.266081 -05:00
0401755,03,2017,2206,0,4,2018-01-31 01:03:36.345385 -05:00
0401756,99,2017,1345,0,1,2018-01-31 01:03:41.570036 -05:00
0401756,03,2017,4301,0,2,2018-01-31 01:03:40.978520 -05:00
0401760,03,2017,4669,0,2,2018-01-31 01:03:38.376368 -05:00
0401760,99,2017,30,0,1,2018-01-31 01:03:38.123634 -05:00
0401763,06,2017,7334,0,3,2018-01-31 01:03:40.568714 -05:00
0401763,03,2017,64056,0,29,2018-01-31 01:03:39.322499 -05:00
0401763,99,2017,6028,0,3,2018-01-31 01:03:37.387968 -05:00
0401769,03,2017,13108,0,6,2018-01-31 01:03:41.454196 -05:00
0401769,99,2017,4252,0,2,2018-01-31 01:03:39.811627 -05:00
0401770,03,2017,2770,0,1,2018-01-31 01:03:41.255241 -05:00
0401774,99,2017,4230,0,3,2018-01-31 01:03:41.495958 -05:00
0401774,03,2017,10538,0,6,2018-01-31 01:03:37.503384 -05:00
0401782,03,2017,5332,0,3,2018-01-31 01:03:41.506479 -05:00
0401787,03,2017,3464,0,2,2018-01-31 01:03:36.992170 -05:00
0401800,99,2017,9951,0,5,2018-01-31 01:03:37.066489 -05:00
0401800,03,2017,58626,0,29,2018-01-31 01:03:36.592552 -05:00
0401806,03,2017,3103,0,4,2018-01-31 01:03:39.176376 -05:00
0401807,99,2017,1487,0,1,2018-01-31 01:03:40.055332 -05:00
0401807,03,2017,14511,0,6,2018-01-31 01:03:37.430843 -05:00
0401808,03,2017,85472,0,39,2018-01-31 01:03:39.461425 -05:00
0401808,99,2017,4614,0,2,2018-01-31 01:03:38.382747 -05:00
0401816,03,2017,2915,0,3,2018-01-31 01:03:40.883133 -05:00
0401819,99,2017,3159,0,2,2018-01-31 01:03:40.426675 -05:00
0401819,03,2017,4238,0,2,2018-01-31 01:03:39.293058 -05:00
0401832,99,2017,4293,0,3,2018-01-31 01:03:40.188266 -05:00
0401832,03,2017,14150,0,7,2018-01-31 01:03:39.340289 -05:00
0401838,99,2017,31397,0,15,2018-01-31 01:03:39.872307 -05:00
0401838,06,2017,102702,0,42,2018-01-31 01:03:39.772656 -05:00
0401843,99,2017,10490,0,5,2018-01-31 01:03:40.678453 -05:00
0401843,03,2017,22183,0,13,2018-01-31 01:03:40.359649 -05:00
0401846,99,2017,4362,0,3,2018-01-31 01:03:39.009720 -05:00
0401846,03,2017,10802,0,6,2018-01-31 01:03:37.358117 -05:00
0401848,03,2017,2319,0,4,2018-01-31 01:03:41.669193 -05:00
0401848,99,2017,1935,0,1,2018-01-31 01:03:36.717975 -05:00
0401854,99,2017,2129,0,2,2018-01-31 01:03:40.666982 -05:00
0401854,03,2017,18642,0,12,2018-01-31 01:03:40.245537 -05:00
0401859,99,2017,5728,0,2,2018-01-31 01:03:38.621351 -05:00
0401859,03,2017,50317,0,16,2018-01-31 01:03:37.091089 -05:00
0401865,99,2017,3093,0,3,2018-01-31 01:03:39.811625 -05:00
0401865,03,2017,8721,0,5,2018-01-31 01:03:37.795610 -05:00
0401876,99,2017,1424,0,1,2018-01-31 01:03:37.756561 -05:00
0401876,03,2017,2502,0,3,2018-01-31 01:03:37.212453 -05:00
0401878,03,2017,126297,0,51,2018-01-31 01:03:39.885919 -05:00
0401878,99,2017,22532,0,12,2018-01-31 01:03:36.384199 -05:00
0401879,03,2017,33311,0,17,2018-01-31 01:03:40.366438 -05:00
0401879,99,2017,4520,0,2,2018-01-31 01:03:36.440403 -05:00
0401885,03,2017,5127,0,4,2018-01-31 01:03:38.421848 -05:00
0401888,03,2017,104920,0,50,2018-01-31 01:03:40.095158 -05:00
0401888,99,2017,22200,0,11,2018-01-31 01:03:39.835902 -05:00
0401891,99,2017,13589,0,8,2018-01-31 01:03:40.004267 -05:00
0401891,03,2017,55729,0,23,2018-01-31 01:03:38.111573 -05:00
0401895,99,2017,4018,0,2,2018-01-31 01:03:41.065103 -05:00
0401895,03,2017,24798,0,10,2018-01-31 01:03:40.678455 -05:00
0401896,99,2017,1992,0,1,2018-01-31 01:03:40.396901 -05:00
0401896,03,2017,4064,0,2,2018-01-31 01:03:37.667699 -05:00
0401897,99,2017,5976,0,3,2018-01-31 01:03:40.316228 -05:00
0401897,03,2017,30340,0,13,2018-01-31 01:03:36.441091 -05:00
0401906,99,2017,3271,0,3,2018-01-31 01:03:40.365503 -05:00
0401906,03,2017,11475,0,7,2018-01-31 01:03:40.188265 -05:00
0401910,99,2017,28,0,1,2018-01-31 01:03:37.135868 -05:00
0401910,03,2017,2563,0,8,2018-01-31 01:03:36.764616 -05:00
0401915,03,2017,14428,0,6,2018-01-31 01:03:40.067062 -05:00
0401915,99,2017,7354,0,4,2018-01-31 01:03:39.186808 -05:00
0401924,03,2017,129995,0,51,2018-01-31 01:03:41.088579 -05:00
0401924,99,2017,27220,0,12,2018-01-31 01:03:38.087756 -05:00
0401929,99,2017,1939,0,1,2018-01-31 01:03:40.316233 -05:00
0401929,03,2017,10286,0,6,2018-01-31 01:03:39.071901 -05:00
0401930,03,2017,3249,0,2,2018-01-31 01:03:37.153603 -05:00
0401932,99,2017,9943,0,4,2018-01-31 01:03:39.237053 -05:00
0401932,03,2017,44017,0,21,2018-01-31 01:03:38.692084 -05:00
0401937,03,2017,60658,0,25,2018-01-31 01:03:40.316226 -05:00
0401937,99,2017,6970,0,3,2018-01-31 01:03:37.533228 -05:00
0401943,03,2017,13570,0,6,2018-01-31 01:03:36.157721 -05:00
0401946,03,2017,74,0,1,2018-01-31 01:03:40.811153 -05:00
0401949,03,2017,42503,0,21,2018-01-31 01:03:39.215843 -05:00
0401949,99,2017,2930,0,2,2018-01-31 01:03:37.055134 -05:00
0401959,99,2017,2747,0,1,2018-01-31 01:03:39.789521 -05:00
0401959,03,2017,23499,0,10,2018-01-31 01:03:38.098706 -05:00
0401973,03,2017,41828,0,24,2018-01-31 01:03:39.397524 -05:00
0401973,99,2017,9342,0,5,2018-01-31 01:03:37.553408 -05:00
0401974,03,2017,33091,0,16,2018-01-31 01:03:41.139409 -05:00
0401974,99,2017,7939,0,5,2018-01-31 01:03:39.532882 -05:00
0401977,99,2017,3828,0,2,2018-01-31 01:03:38.144810 -05:00
0401977,03,2017,19465,0,11,2018-01-31 01:03:36.297408 -05:00
0401984,99,2017,13548,0,5,2018-01-31 01:03:40.747483 -05:00
0401984,03,2017,75804,0,33,2018-01-31 01:03:40.293748 -05:00
0401987,03,2017,35832,0,14,2018-01-31 01:03:41.166173 -05:00
0401987,99,2017,2462,0,1,2018-01-31 01:03:38.286071 -05:00
0401996,03,2017,12404,0,12,2018-01-31 01:03:39.680324 -05:00
0401996,99,2017,5610,0,4,2018-01-31 01:03:39.665997 -05:00
0402098,03,2017,38471,0,21,2018-01-31 01:03:37.756720 -05:00
0402098,99,2017,19950,0,11,2018-01-31 01:03:37.592395 -05:00
0402125,03,2017,27199,0,14,2018-01-31 01:03:41.665114 -05:00
0402125,99,2017,9349,0,4,2018-01-31 01:03:36.585954 -05:00
0402261,99,2017,5346,0,2,2018-01-31 01:03:38.739752 -05:00
0402261,03,2017,12498,0,7,2018-01-31 01:03:38.018778 -05:00
0402263,99,2017,2964,0,2,2018-01-31 01:03:39.778601 -05:00
0402263,03,2017,6879,0,5,2018-01-31 01:03:37.418872 -05:00
0402279,03,2017,1386,0,1,2018-01-31 01:03:37.110686 -05:00
0402382,99,2017,1040,0,1,2018-01-31 01:03:40.944449 -05:00
0402382,03,2017,1803,0,1,2018-01-31 01:03:37.966881 -05:00
0402386,06,2017,2075,0,4,2018-01-31 01:03:40.643073 -05:00
0402634,99,2017,16985,0,10,2018-01-31 01:03:40.591227 -05:00
0402634,30,2017,25697,0,13,2018-01-31 01:03:39.597689 -05:00
0402638,30,2017,232347,0,104,2018-01-31 01:03:39.083259 -05:00
0402638,03,2017,2640,0,1,2018-01-31 01:03:39.083257 -05:00
0402638,99,2017,42171,0,23,2018-01-31 01:03:38.786136 -05:00
0402685,99,2017,7785,0,4,2018-01-31 01:03:41.472310 -05:00
0402685,03,2017,53751,0,21,2018-01-31 01:03:36.266076 -05:00
0402696,03,2017,2045,0,1,2018-01-31 01:03:41.129106 -05:00
0402696,99,2017,114,0,1,2018-01-31 01:03:37.628181 -05:00
0402711,03,2017,6163,0,3,2018-01-31 01:03:39.852911 -05:00
0402711,99,2017,383,0,1,2018-01-31 01:03:38.042781 -05:00
0402714,03,2017,1632,0,2,2018-01-31 01:03:36.176178 -05:00
0402763,03,2017,18512,0,10,2018-01-31 01:03:41.593348 -05:00
0402763,99,2017,4029,0,3,2018-01-31 01:03:36.965742 -05:00
0402764,03,2017,2752,0,2,2018-01-31 01:03:40.304200 -05:00
0402767,03,2017,3093,0,3,2018-01-31 01:03:36.597288 -05:00
0402774,03,2017,83275,0,47,2018-01-31 01:03:39.772658 -05:00
0402775,03,2017,120,0,2,2018-01-31 01:03:39.997742 -05:00
0402792,99,2017,17780,0,14,2018-01-31 01:03:41.255824 -05:00
0402792,03,2017,93748,0,41,2018-01-31 01:03:36.861418 -05:00
0402800,99,2017,2492,0,3,2018-01-31 01:03:38.123190 -05:00
0402800,03,2017,7888,0,4,2018-01-31 01:03:37.364339 -05:00
0402801,99,2017,14424,0,8,2018-01-31 01:03:40.365501 -05:00
0402801,03,2017,82035,0,37,2018-01-31 01:03:36.112428 -05:00
0402815,03,2017,20951,0,18,2018-01-31 01:03:39.176374 -05:00
0402834,99,2017,560,0,1,2018-01-31 01:03:41.581658 -05:00
0402834,03,2017,11637,0,8,2018-01-31 01:03:36.029668 -05:00
0402836,99,2017,769,0,1,2018-01-31 01:03:39.597687 -05:00
0402836,03,2017,5118,0,3,2018-01-31 01:03:36.253664 -05:00
0402841,03,2017,17176,0,8,2018-01-31 01:03:39.692280 -05:00
0402841,99,2017,5345,0,3,2018-01-31 01:03:37.042269 -05:00
0402843,99,2017,4474,0,2,2018-01-31 01:03:40.087283 -05:00
0402843,06,2017,2237,0,1,2018-01-31 01:03:39.722766 -05:00
0402843,03,2017,27387,0,12,2018-01-31 01:03:38.111416 -05:00
0402848,30,2017,229383,0,101,2018-01-31 01:03:40.026349 -05:00
0402848,99,2017,94629,0,42,2018-01-31 01:03:38.762100 -05:00
0402848,03,2017,47235,0,20,2018-01-31 01:03:37.684082 -05:00
0402911,99,2017,996,0,1,2018-01-31 01:03:39.533487 -05:00
0402911,03,2017,5339,0,4,2018-01-31 01:03:37.533230 -05:00
0402964,03,2017,9704,0,5,2018-01-31 01:03:40.235589 -05:00
0402964,99,2017,25419,0,14,2018-01-31 01:03:39.717429 -05:00
0402964,30,2017,102992,0,61,2018-01-31 01:03:38.974720 -05:00
0402999,03,2017,9543,0,5,2018-01-31 01:03:41.133847 -05:00
0403002,03,2017,5507,0,3,2018-01-31 01:03:40.894269 -05:00
0403002,99,2017,6516,0,4,2018-01-31 01:03:38.850430 -05:00
0403031,03,2017,39973,0,19,2018-01-31 01:03:41.351805 -05:00
0403031,99,2017,2325,0,1,2018-01-31 01:03:36.124308 -05:00
0403107,99,2017,10904,0,6,2018-01-31 01:03:38.306606 -05:00
0403107,03,2017,37455,0,18,2018-01-31 01:03:36.547233 -05:00
0403126,99,2017,4492,0,2,2018-01-31 01:03:40.217811 -05:00
0403126,03,2017,20735,0,10,2018-01-31 01:03:37.401073 -05:00
0403138,03,2017,17757,0,10,2018-01-31 01:03:41.150323 -05:00
0403138,99,2017,1598,0,1,2018-01-31 01:03:38.917901 -05:00
0403177,03,2017,11141,0,5,2018-01-31 01:03:38.260959 -05:00
0403177,99,2017,1685,0,1,2018-01-31 01:03:36.208561 -05:00
0403178,99,2017,2237,0,1,2018-01-31 01:03:41.593344 -05:00
0403178,03,2017,25908,0,13,2018-01-31 01:03:40.375492 -05:00
0403200,99,2017,14074,0,6,2018-01-31 01:03:40.025841 -05:00
0403200,03,2017,51016,0,26,2018-01-31 01:03:38.111415 -05:00
0403227,03,2017,374,0,2,2018-01-31 01:03:36.421153 -05:00
0403299,03,2017,5160,0,3,2018-01-31 01:03:38.869977 -05:00
0403299,99,2017,1920,0,1,2018-01-31 01:03:38.756842 -05:00
0403367,03,2017,6169,0,6,2018-01-31 01:03:38.739683 -05:00
0403367,99,2017,168,0,2,2018-01-31 01:03:36.756248 -05:00
0403425,99,2017,4440,0,3,2018-01-31 01:03:40.488271 -05:00
0403425,02,2017,5563,0,4,2018-01-31 01:03:39.986438 -05:00
0403425,30,2017,1963,0,1,2018-01-31 01:03:37.667706 -05:00
0403447,99,2017,2000,0,1,2018-01-31 01:03:39.176321 -05:00
0403447,03,2017,11970,0,9,2018-01-31 01:03:36.891072 -05:00
0403489,99,2017,917,0,1,2018-01-31 01:03:39.804815 -05:00
0403489,30,2017,6244,0,7,2018-01-31 01:03:37.978357 -05:00
0403489,03,2017,631,0,1,2018-01-31 01:03:37.224738 -05:00
0403569,03,2017,7799,0,4,2018-01-31 01:03:40.883806 -05:00
0403608,99,2017,3850,0,2,2018-01-31 01:03:39.799962 -05:00
0403608,03,2017,5074,0,3,2018-01-31 01:03:38.768294 -05:00
0403622,03,2017,4741,0,3,2018-01-31 01:03:36.232640 -05:00
0403623,99,2017,480,0,1,2018-01-31 01:03:40.667021 -05:00
0403623,03,2017,10908,0,5,2018-01-31 01:03:36.301656 -05:00
0403646,03,2017,84305,0,41,2018-01-31 01:03:37.605200 -05:00
0403646,99,2017,2080,0,1,2018-01-31 01:03:37.400915 -05:00
0403684,99,2017,5856,0,3,2018-01-31 01:03:40.865110 -05:00
0403684,03,2017,55220,0,21,2018-01-31 01:03:39.131811 -05:00
0403698,99,2017,3560,0,2,2018-01-31 01:03:40.359664 -05:00
0403698,03,2017,2624,0,2,2018-01-31 01:03:39.829575 -05:00
0403761,99,2017,3794,0,2,2018-01-31 01:03:37.460462 -05:00
0403761,03,2017,25912,0,13,2018-01-31 01:03:37.302983 -05:00
0403871,99,2017,2698,0,1,2018-01-31 01:03:40.838108 -05:00
0403871,03,2017,21000,0,7,2018-01-31 01:03:37.479604 -05:00
0404031,03,2017,11351,0,8,2018-01-31 01:03:37.080149 -05:00
0404031,99,2017,3987,0,2,2018-01-31 01:03:36.643538 -05:00
0404053,03,2017,22997,0,9,2018-01-31 01:03:36.980977 -05:00
0404053,30,2017,96884,0,41,2018-01-31 01:03:36.965738 -05:00
0404053,99,2017,10046,0,5,2018-01-31 01:03:36.112444 -05:00
0404075,30,2017,206613,0,96,2018-01-31 01:03:41.338547 -05:00
0404075,99,2017,55165,0,26,2018-01-31 01:03:37.309043 -05:00
0404075,03,2017,48020,0,22,2018-01-31 01:03:37.145244 -05:00
0404080,03,2017,56148,0,24,2018-01-31 01:03:37.628183 -05:00
0404080,99,2017,16126,0,7,2018-01-31 01:03:36.440405 -05:00
0404119,03,2017,4711,0,3,2018-01-31 01:03:40.072095 -05:00
0404140,03,2017,14618,0,6,2018-01-31 01:03:40.322714 -05:00
0404140,99,2017,2801,0,1,2018-01-31 01:03:40.259462 -05:00
0404146,03,2017,24914,0,8,2018-01-31 01:03:38.714834 -05:00
0404149,03,2017,13511,0,17,2018-01-31 01:03:40.403629 -05:00
0404149,99,2017,1788,0,3,2018-01-31 01:03:38.306601 -05:00
0404157,99,2017,15690,0,8,2018-01-31 01:03:39.321718 -05:00
0404157,03,2017,132891,0,47,2018-01-31 01:03:37.375059 -05:00
0404165,99,2017,1960,0,1,2018-01-31 01:03:38.750856 -05:00
0404165,03,2017,2536,0,2,2018-01-31 01:03:38.123179 -05:00
0404165,30,2017,12150,0,5,2018-01-31 01:03:37.340563 -05:00
0404201,03,2017,3904,0,5,2018-01-31 01:03:40.915342 -05:00
0404201,99,2017,4,0,1,2018-01-31 01:03:40.624266 -05:00
0404209,99,2017,14146,0,7,2018-01-31 01:03:38.222453 -05:00
0404209,03,2017,41942,0,17,2018-01-31 01:03:36.781272 -05:00
0404212,99,2017,3120,0,2,2018-01-31 01:03:41.623196 -05:00
0404212,03,2017,1678,0,2,2018-01-31 01:03:40.997509 -05:00
0404225,03,2017,646,0,3,2018-01-31 01:03:38.111575 -05:00
0404240,03,2017,3652,0,2,2018-01-31 01:03:36.005169 -05:00
0404261,99,2017,378,0,2,2018-01-31 01:03:39.746224 -05:00
0404261,03,2017,2497,0,6,2018-01-31 01:03:39.215832 -05:00
0404263,99,2017,1840,0,1,2018-01-31 01:03:40.584510 -05:00
0404263,30,2017,3623,0,3,2018-01-31 01:03:37.570240 -05:00
0404275,99,2017,701,0,1,2018-01-31 01:03:39.506546 -05:00
0404275,03,2017,4296,0,4,2018-01-31 01:03:36.344496 -05:00
0404280,99,2017,6544,0,4,2018-01-31 01:03:37.419037 -05:00
0404280,03,2017,6648,0,4,2018-01-31 01:03:36.344499 -05:00
0404289,99,2017,2564,0,1,2018-01-31 01:03:38.054623 -05:00
0404289,03,2017,43675,0,20,2018-01-31 01:03:37.055178 -05:00
0404356,99,2017,2480,0,1,2018-01-31 01:03:38.468484 -05:00
0404356,03,2017,12164,0,5,2018-01-31 01:03:37.168479 -05:00
0404360,03,2017,26989,0,14,2018-01-31 01:03:39.462739 -05:00
0404360,99,2017,1920,0,1,2018-01-31 01:03:37.634363 -05:00
0404410,03,2017,4958,0,3,2018-01-31 01:03:39.738036 -05:00
0404410,99,2017,53,0,2,2018-01-31 01:03:37.877765 -05:00
0404470,03,2017,5852,0,2,2018-01-31 01:03:38.239688 -05:00
0404483,03,2017,67527,0,39,2018-01-31 01:03:40.218926 -05:00
0404538,99,2017,1274,0,1,2018-01-31 01:03:40.469376 -05:00
0404538,03,2017,2469,0,3,2018-01-31 01:03:36.222182 -05:00
0404602,03,2017,8529,0,5,2018-01-31 01:03:41.286157 -05:00
0404614,12,2017,485731,0,256,2018-01-31 01:03:40.376127 -05:00
0404614,30,2017,105473,0,51,2018-01-31 01:03:37.911058 -05:00
0404614,99,2017,73573,0,41,2018-01-31 01:03:37.135888 -05:00
0404618,03,2017,6156,0,4,2018-01-31 01:03:41.275989 -05:00
0404618,99,2017,1891,0,1,2018-01-31 01:03:36.829640 -05:00
0404622,03,2017,3221,0,2,2018-01-31 01:03:41.665115 -05:00
0404634,99,2017,2323,0,2,2018-01-31 01:03:40.015070 -05:00
0404634,03,2017,30028,0,19,2018-01-31 01:03:39.037197 -05:00
0404635,03,2017,6198,0,4,2018-01-31 01:03:40.821442 -05:00
0404635,99,2017,2990,0,2,2018-01-31 01:03:37.706987 -05:00
0404647,99,2017,2043,0,1,2018-01-31 01:03:41.467003 -05:00
0404647,03,2017,8132,0,16,2018-01-31 01:03:38.366157 -05:00
0404652,03,2017,62531,0,27,2018-01-31 01:03:38.300838 -05:00
0404665,03,2017,12070,0,6,2018-01-31 01:03:39.705822 -05:00
0404665,99,2017,2080,0,1,2018-01-31 01:03:38.604531 -05:00
0404674,03,2017,20354,0,10,2018-01-31 01:03:38.280419 -05:00
0404674,99,2017,5478,0,2,2018-01-31 01:03:36.426220 -05:00
0404678,03,2017,21304,0,15,2018-01-31 01:03:40.580510 -05:00
0404678,99,2017,17795,0,12,2018-01-31 01:03:39.597680 -05:00
0404688,03,2017,860,0,2,2018-01-31 01:03:37.248109 -05:00
0404704,03,2017,7806,0,5,2018-01-31 01:03:39.373696 -05:00
0404704,99,2017,1896,0,2,2018-01-31 01:03:36.944505 -05:00
0404707,03,2017,5071,0,4,2018-01-31 01:03:38.968382 -05:00
0404708,99,2017,4,0,1,2018-01-31 01:03:37.461168 -05:00
0404716,03,2017,24734,0,12,2018-01-31 01:03:40.740897 -05:00
0404716,99,2017,17931,0,10,2018-01-31 01:03:39.732621 -05:00
0404716,30,2017,54701,0,28,2018-01-31 01:03:36.329083 -05:00
0404723,03,2017,12069,0,9,2018-01-31 01:03:39.934368 -05:00
0404723,99,2017,1969,0,2,2018-01-31 01:03:37.161404 -05:00
0404724,03,2017,9589,0,5,2018-01-31 01:03:37.933262 -05:00
0404724,99,2017,5087,0,3,2018-01-31 01:03:36.385149 -05:00
0404731,99,2017,2550,0,1,2018-01-31 01:03:37.978350 -05:00
0404731,03,2017,42073,0,18,2018-01-31 01:03:37.713974 -05:00
0404744,03,2017,9738,0,5,2018-01-31 01:03:40.631992 -05:00
0404744,99,2017,1904,0,2,2018-01-31 01:03:38.566610 -05:00
0404749,99,2017,480,0,1,2018-01-31 01:03:39.433399 -05:00
0404749,03,2017,480,0,1,2018-01-31 01:03:36.176174 -05:00
0404758,99,2017,6545,0,3,2018-01-31 01:03:39.643042 -05:00
0404758,03,2017,49587,0,16,2018-01-31 01:03:37.121871 -05:00
0404772,99,2017,19437,0,8,2018-01-31 01:03:39.093336 -05:00
0404772,03,2017,40201,0,19,2018-01-31 01:03:36.246448 -05:00
0404783,03,2017,8529,0,5,2018-01-31 01:03:40.949059 -05:00
0404788,03,2017,4279,0,8,2018-01-31 01:03:40.529636 -05:00
0404792,99,2017,2391,0,2,2018-01-31 01:03:40.272486 -05:00
0404792,03,2017,13424,0,8,2018-01-31 01:03:40.059838 -05:00
0404794,99,2017,40,0,1,2018-01-31 01:03:37.181762 -05:00
0404794,03,2017,3673,0,2,2018-01-31 01:03:36.955197 -05:00
0404795,99,2017,407,0,1,2018-01-31 01:03:41.304189 -05:00
0404795,03,2017,1517,0,10,2018-01-31 01:03:40.816949 -05:00
0404802,03,2017,41652,0,16,2018-01-31 01:03:40.875657 -05:00
0404802,99,2017,6914,0,3,2018-01-31 01:03:38.013245 -05:00
0404803,03,2017,34117,0,13,2018-01-31 01:03:40.944382 -05:00
0404803,99,2017,2898,0,1,2018-01-31 01:03:39.094708 -05:00
0404807,03,2017,7187,0,4,2018-01-31 01:03:39.704286 -05:00
0404819,03,2017,12710,0,6,2018-01-31 01:03:39.722659 -05:00
0404819,99,2017,671,0,1,2018-01-31 01:03:37.055861 -05:00
0404847,99,2017,9638,0,4,2018-01-31 01:03:38.874265 -05:00
0404847,03,2017,27209,0,14,2018-01-31 01:03:37.996469 -05:00
0404898,03,2017,11658,0,6,2018-01-31 01:03:39.299708 -05:00
0404898,99,2017,2600,0,1,2018-01-31 01:03:37.634353 -05:00
0404900,03,2017,9055,0,6,2018-01-31 01:03:39.556551 -05:00
0404900,99,2017,3838,0,3,2018-01-31 01:03:38.240100 -05:00
0404901,03,2017,660,0,4,2018-01-31 01:03:38.566612 -05:00
0404910,99,2017,6240,0,3,2018-01-31 01:03:40.678613 -05:00
0404910,03,2017,20557,0,10,2018-01-31 01:03:38.680041 -05:00
0404916,99,2017,2268,0,1,2018-01-31 01:03:39.818604 -05:00
0404916,03,2017,15505,0,9,2018-01-31 01:03:36.121671 -05:00
0404926,99,2017,3360,0,2,2018-01-31 01:03:40.648633 -05:00
0404926,03,2017,21915,0,12,2018-01-31 01:03:39.439365 -05:00
0404930,99,2017,3061,0,1,2018-01-31 01:03:41.256230 -05:00
